,0,1,2
511,1,1,1
512,0,0,1
513,1,1,0
514,0,0,0
515,0,0,1
516,1,1,0
517,1,1,1
518,1,0,1
519,1,1,1
520,0,0,0
521,1,1,0
522,0,0,1
523,0,0,1
524,1,1,0
525,1,1,1
526,1,1,1
527,1,0,1
528,0,0,1
529,1,1,0
530,0,0,0
531,0,0,0
532,1,1,0
533,1,1,1
534,1,0,0
535,1,1,1
536,0,0,0
537,1,1,0
538,0,0,0
539,0,0,1
540,1,1,0
541,1,1,1
542,1,1,1
543,1,0,0
544,0,0,1
545,1,1,0
546,0,0,0
547,0,0,0
548,1,1,0
549,1,1,1
550,1,0,1
551,1,1,1
552,0,0,0
553,1,1,0
554,0,0,1
555,0,0,0
556,1,1,0
557,1,1,1
558,1,1,1
559,1,0,1
560,0,0,0
561,1,1,0
562,0,0,0
563,0,0,1
564,1,1,0
565,1,1,1
566,1,0,1
567,1,0,0
568,0,0,0
569,1,1,0
570,0,0,1
571,0,0,0
572,1,1,0
573,1,1,1
574,1,0,0
575,1,0,1
576,1,1,1
577,0,0,1
578,0,0,1
579,0,0,0
580,1,1,0
581,1,1,1
582,1,1,0
583,1,1,0
584,1,1,1
585,0,0,1
586,0,0,1
587,0,0,0
588,1,1,0
589,1,1,1
590,1,0,0
591,1,1,0
592,1,1,1
593,0,0,0
594,0,0,1
595,0,0,1
596,1,1,0
597,1,1,1
598,1,1,0
599,1,0,0
600,1,1,1
601,0,0,1
602,0,0,0
603,0,0,1
604,1,1,0
605,1,1,1
606,1,1,0
607,1,1,0
608,1,1,1
609,0,0,1
610,0,0,0
611,0,0,1
612,1,1,0
613,1,1,1
614,1,0,1
615,1,1,0
616,1,1,1
617,0,0,0
618,0,0,1
619,0,0,1
620,1,1,0
621,1,1,1
622,1,1,0
623,1,0,1
624,1,1,1
625,0,0,1
626,0,0,0
627,0,0,0
628,1,1,0
629,1,1,1
630,1,0,0
631,1,1,0
632,1,1,1
633,0,0,0
634,0,0,0
635,0,0,1
636,1,1,0
637,1,1,1
638,1,1,0
639,1,0,0
640,1,1,1
641,0,0,1
642,0,0,0
643,0,0,0
644,1,1,0
645,1,1,1
646,1,0,1
647,1,1,0
648,1,1,1
649,0,0,0
650,0,0,1
651,0,0,0
652,1,1,0
653,1,1,1
654,1,1,0
655,1,0,1
656,1,1,1
657,0,0,0
658,0,0,0
659,0,0,1
660,1,1,0
661,1,1,1
662,1,0,1
663,1,0,0
664,1,1,1
665,0,0,0
666,0,0,1
667,0,0,0
668,1,1,0
669,1,1,1
670,1,0,0
671,1,0,1
672,0,0,0
673,1,0,1
674,1,1,1
675,1,0,0
676,1,1,0
677,1,1,1
678,0,0,1
679,1,1,0
680,1,0,1
681,0,0,0
682,1,1,0
683,1,0,0
684,1,1,0
685,1,1,1
686,0,0,1
687,1,1,1
688,1,0,1
689,0,0,0
690,1,1,1
691,1,0,0
692,1,1,0
693,1,1,1
694,0,0,1
695,1,1,1
696,0,0,0
697,1,0,1
698,1,1,0
699,1,0,0
700,1,1,0
701,1,1,1
702,0,0,1
703,1,1,0
704,0,0,0
705,1,0,1
706,1,1,1
707,1,0,1
708,1,1,0
709,1,1,1
710,0,0,1
711,1,1,0
712,1,0,1
713,0,0,0
714,1,1,0
715,1,0,1
716,1,1,0
717,1,1,1
718,0,0,1
719,1,1,1
720,1,0,1
721,0,0,0
722,1,1,1
723,1,0,1
724,1,1,0
725,1,1,1
726,0,0,1
727,1,1,1
728,0,0,0
729,1,0,1
730,1,1,1
731,0,0,0
732,1,1,0
733,1,1,1
734,0,0,1
735,1,1,0
736,1,0,1
737,0,0,0
738,1,1,0
739,0,0,0
740,1,1,0
741,1,1,1
742,0,0,1
743,1,1,1
744,0,0,0
745,1,0,1
746,1,0,0
747,0,0,0
748,1,1,0
749,1,1,1
750,0,0,1
751,1,1,0
752,0,0,0
753,0,0,0
754,1,1,0
755,1,0,1
756,1,1,0
757,1,1,1
758,0,0,1
759,1,0,0
760,1,0,1
761,0,0,0
762,1,0,0
763,0,0,0
764,1,1,0
765,1,1,1
766,0,0,1
767,1,1,1
768,0,0,0
769,0,0,0
770,1,1,1
771,1,0,1
772,1,1,0
773,1,1,1
774,0,0,1
775,1,0,0
776,1,0,1
777,1,0,1
778,1,1,1
779,0,0,0
780,1,1,0
781,1,1,1
782,0,0,1
783,1,1,1
784,1,0,1
785,1,0,1
786,1,0,0
787,0,0,0
788,1,1,0
789,1,1,1
790,0,0,1
791,1,1,1
792,0,0,0
793,1,0,1
794,1,1,1
795,1,0,1
796,1,1,0
797,1,1,1
798,0,0,1
799,1,0,0
