,0,1,2
1504,-16,-16,8
1505,-16,-16,32
1506,-32,-8,8
1507,-32,-8,16
1508,-32,-8,0
1509,-32,-8,0
1510,-32,-8,8
1511,-32,-8,0
1512,-32,-16,8
1513,-32,-16,8
1514,-32,-16,8
1515,-32,-16,0
1516,-32,-16,16
1517,-32,-16,0
1518,-32,-16,16
1519,-32,-16,0
1520,-32,-16,0
1521,-32,-16,8
1522,-32,-16,8
1523,-32,-16,16
1524,-32,-16,0
1525,-32,-16,16
1526,-32,-16,16
1527,-32,-16,8
1528,-32,-16,8
1529,-32,-16,0
1530,-32,-16,8
1531,-32,-16,8
1532,-32,-16,0
1533,-32,-16,16
1534,-32,-16,0
1535,-32,-16,8
1536,-32,-32,8
1537,-32,-32,16
1538,-32,-32,16
1539,-32,-32,32
1540,-32,-32,8
1541,-32,-32,16
1542,-8,-8,0
1543,-8,8,0
1544,-8,8,0
1545,-16,0,0
1546,-16,16,0
1547,0,16,0
1548,-16,-16,-16
1549,-16,-8,-16
1550,0,-8,-16
1551,-16,0,-16
1552,-16,-16,-16
1553,-16,0,-16
1554,0,0,-16
1555,-16,-16,0
1556,-16,0,0
1557,0,0,0
1558,-16,0,0
1559,-16,8,0
1560,0,8,0
1561,-16,0,0
1562,-16,-16,0
1563,-16,0,0
1564,0,0,0
1565,-32,-8,0
1566,-16,0,0
1567,-16,0,0
1568,-32,0,0
1569,-32,-16,0
1570,-16,0,0
1571,-16,0,0
1572,-32,-8,-16
1573,-32,-16,-16
1574,-16,-8,-16
1575,-16,-8,-16
1576,-32,-16,-8
1577,-32,-16,0
1578,-16,-16,-8
1579,-16,-16,0
1580,8,0,8
1581,0,0,0
1582,0,-8,0
1583,8,0,8
1584,0,0,16
1585,0,8,0
1586,-16,-8,8
1587,8,16,0
1588,0,0,32
1589,8,8,8
1590,0,-8,0
1591,-16,-8,16
1592,0,0,8
1593,0,0,0
1594,-16,-8,8
1595,-8,0,0
1596,0,0,16
1597,-8,0,8
1598,-16,-8,0
1599,-16,-8,0
1600,0,8,8
1601,0,0,16
1602,0,-8,8
1603,-16,-8,8
1604,-8,0,0
1605,0,0,0
1606,-16,-8,0
1607,8,16,0
1608,16,0,0
1609,0,8,0
1610,0,-8,0
1611,8,0,0
1612,16,16,0
1613,-8,-8,0
1614,-16,-8,0
1615,0,-8,0
1616,0,0,8
1617,0,0,8
1618,-16,-8,0
1619,-8,0,8
1620,0,16,-8
1621,-8,0,-8
1622,0,-8,-8
1623,-16,-8,-8
1624,0,-8,8
1625,0,0,8
1626,-16,-8,8
1627,-16,-8,0
1628,-8,0,16
1629,-8,0,16
1630,-8,-8,0
1631,-8,16,16
1632,-16,0,8
1633,0,0,0
1634,-16,-8,0
1635,-16,0,8
1636,-16,8,16
1637,-16,-8,16
1638,0,-8,0
1639,-16,-8,16
1640,-16,0,8
1641,-16,0,8
1642,-16,-8,0
1643,-16,16,8
1644,-16,8,0
1645,-16,8,0
1646,-16,-8,0
1647,-16,-8,0
1648,-32,-8,8
1649,-32,8,8
1650,-16,-8,8
1651,-16,-8,0
1652,-8,8,16
1653,-8,8,0
1654,-8,-8,16
1655,-8,16,0
1656,-16,8,8
1657,-16,0,0
1658,-16,-8,0
1659,-16,16,0
1660,-16,8,8
1661,-16,16,16
1662,-16,-8,16
1663,-16,-8,0
1664,-16,8,8
1665,0,0,0
1666,-16,-8,0
1667,-16,0,0
1668,-16,8,8
1669,-16,0,16
1670,0,-8,8
1671,-16,-8,0
1672,-32,16,8
1673,-32,0,16
1674,-16,-8,8
1675,-16,-8,0
1676,-8,-8,0
1677,-8,8,0
1678,-8,8,0
1679,-16,0,0
1680,-16,8,0
1681,0,8,0
1682,-16,-16,0
1683,-16,0,0
1684,0,0,0
1685,-16,0,0
1686,-16,-16,0
1687,-16,0,0
1688,0,0,0
1689,-16,-16,-16
1690,-16,-8,-16
1691,0,-8,-16
1692,-16,0,0
1693,-16,16,0
1694,0,16,0
1695,-16,0,-16
1696,-16,-16,-16
1697,-16,0,-16
1698,0,0,-16
1699,-32,-8,0
1700,-16,0,0
1701,-16,0,0
1702,-32,-8,-16
1703,-32,-16,-16
1704,-16,-8,-16
1705,-16,-8,-16
1706,-32,0,0
1707,-32,-16,0
1708,-16,0,0
1709,-16,0,0
1710,-32,-16,0
1711,-32,-16,-8
1712,-16,-16,0
1713,-16,-16,-8
