,0,1,2,3,4,5
0,0.1875,0.1875,2.3125,0.687499,0.1875,0.1875
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.168403,0.150625,0.08507,0.067292,0.08507,0.067292
3,0.28125,0.28125,1.215279,0.708332,0.197917,0.197917
4,0.09375,0.09375,0.4125,0.06875,0.06875,
5,0.09375,0.088125,0.063125,0.06875,0.063125,
6,0.0,0.0,0.0,0.0,0.0,
7,0.078125,0.078125,0.678125,0.078125,0.078125,
8,0.0,0.0,0.0,0.0,0.0,
9,0.18125,0.209375,0.888119,0.428125,0.18125,0.209375
10,0.07875,0.096528,0.063125,0.080903,0.063125,0.080903
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
13,0.078125,0.078125,0.390625,0.078125,0.078125,
14,0.096528,0.07875,0.559219,0.219375,0.080903,0.063125
15,0.209375,0.18125,0.871874,0.3375,0.209375,0.18125
16,0.140625,0.140625,0.515625,0.140625,0.140625,
17,0.0,0.0,0.375,0.0,0.0,
18,0.0625,0.0625,0.635,0.25,0.0625,0.0625
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.078125,0.078125,1.459375,0.078125,0.078125,
21,0.0,0.0,0.0,0.0,0.0,
22,0.09375,0.088125,0.06875,0.06875,0.063125,
23,0.09375,0.09375,1.204862,0.06875,0.06875,
24,0.088125,0.09375,0.063125,0.063125,0.06875,
25,0.18125,0.209375,0.888119,0.428125,0.18125,0.209375
26,0.07875,0.096528,0.063125,0.080903,0.063125,0.080903
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
29,0.09375,0.088125,0.4125,0.06875,0.063125,
30,0.096528,0.07875,0.559219,0.219375,0.080903,0.063125
31,0.209375,0.18125,0.871874,0.3375,0.209375,0.18125
32,0.09375,0.09375,1.204862,0.06875,0.06875,
33,0.078125,0.078125,0.459375,0.053125,0.053125,
34,0.0625,0.0625,0.635,0.25,0.0625,0.0625
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.25,0.25,0.25,0.25,,
37,0.0,0.0,0.0,0.0,,
38,0.053125,0.053125,0.053125,0.078125,0.078125,
39,0.053125,0.053125,0.053125,0.078125,0.078125,
40,0.0,0.0,0.0,0.0,0.0,
41,0.0625,0.0625,0.0625,0.0625,0.0625,
42,0.0625,0.0625,0.0625,0.0625,,
43,0.0625,0.0625,0.0625,0.0625,,
44,0.0,0.0,0.0,0.0,0.0,
45,0.1375,0.1375,0.1375,0.1875,0.1875,
46,0.053125,0.053125,0.053125,0.078125,0.078125,
47,0.078125,0.078125,0.078125,0.078125,0.078125,
48,0.078125,0.078125,0.078125,0.078125,0.078125,
49,0.053125,0.053125,0.053125,0.078125,0.078125,
50,0.0625,0.0625,0.0625,0.0625,0.0625,
51,0.0,0.0,0.0,0.0,0.0,
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.1375,0.1375,0.1375,0.1875,0.1875,
55,0.0,0.0,0.0,0.0,0.0,
56,0.053125,0.053125,0.053125,0.078125,0.078125,
57,0.053125,0.053125,0.053125,0.078125,0.078125,
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.105903,0.088125,0.080903,0.063125,,
61,0.0,0.0,0.0,0.0,0.0,
62,0.0625,0.0625,0.0625,0.0625,0.0625,
63,0.105903,0.088125,0.317405,0.178349,,
64,0.0625,0.0625,0.0625,0.306875,0.160725,
65,0.078125,0.078125,0.120089,0.053125,0.053125,
66,0.0625,0.0625,0.0625,0.0625,0.0625,
67,0.0625,0.0625,0.0625,0.0625,0.0625,
68,0.0,0.0,0.0,0.0,0.0,
69,0.0625,0.0625,0.0625,0.0625,0.0625,
70,0.035,0.035,0.035,0.035,0.052083,0.052083
71,0.035,0.035,0.035,0.035,0.052083,0.052083
72,0.0625,0.0625,0.343257,0.195371,,
73,0.0625,0.0625,0.408423,0.358216,0.176109,
74,0.0,0.0,0.0,0.0,0.0,
75,0.25,0.25,0.2,0.2,,
76,0.0625,0.0625,0.204081,0.0625,0.0625,
77,0.0625,0.0625,0.0625,0.306875,0.160725,
78,0.078125,0.078125,0.421354,0.053125,0.053125,
79,0.0625,0.0625,0.0625,0.0625,0.0625,
80,0.0625,0.0625,0.230867,0.358216,0.176109,
81,0.0,0.0,0.0,0.0,0.0,
82,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0
84,1.0,1.0,0.576389,0.576389,0.576389,0.576389
85,0.0,0.0,0.0,0.0,0.0,0.0
86,0.078125,0.078125,0.036458,0.036458,0.036458,0.036458
87,0.717014,0.792411,0.54975,0.653899,0.476755,0.52683
88,1.198661,1.123264,0.455261,0.270559,0.24084,
89,0.078125,0.078125,0.036458,0.369629,0.289249,
90,0.0,0.0,0.0,0.0,0.0,
91,0.138712,0.421877,0.301506,0.146669,0.146669,
92,0.0,0.0,0.0,0.0,0.0,
93,0.140818,0.420897,0.110108,0.317826,0.11757,0.11757
94,0.435069,0.583957,0.0475,0.050625,0.063125,0.067708
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.413718,0.567707,0.015625,0.015625,0.015625,0.015625
97,0.125,0.069444,0.069444,0.125,0.069444,
98,0.105903,0.088125,0.064236,0.046458,0.064236,0.046458
99,0.771873,0.686042,0.297845,0.266506,0.231647,0.199179
100,0.84375,0.84375,0.529511,0.069444,0.069444,
101,0.0625,0.0625,0.0625,0.0625,0.0625,
102,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.046875,0.393582,0.128975,0.086875,0.086875,
105,0.0,0.0,0.0,0.0,0.0,
106,0.133681,0.034758,0.029133,0.034758,0.029133,
107,0.717014,0.54975,0.653899,0.476755,0.52683,
108,0.078125,0.036458,0.036458,0.036458,0.036458,
109,0.140818,0.420897,0.110108,0.317826,0.11757,0.11757
110,0.435069,0.583957,0.0475,0.050625,0.063125,0.067708
111,0.0,0.0,0.0,0.0,0.0,0.0
112,0.413718,0.567707,0.015625,0.015625,0.015625,0.015625
113,0.133681,0.068508,0.062883,0.034758,0.029133,
114,0.105903,0.088125,0.064236,0.046458,0.064236,0.046458
115,0.771873,0.686042,0.297845,0.266506,0.231647,0.199179
116,0.15625,0.317925,0.129564,0.068508,0.068508,
117,0.140625,0.065383,0.065383,0.019133,0.019133,
118,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
119,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0625,0.1225,0.154337,0.154337,,
121,0.0,0.0,0.0,0.0,,
122,0.078125,0.142014,0.142014,0.036458,0.036458,
123,0.035,0.035,0.035,0.067292,0.069445,
124,0.0,0.0,0.0,0.0,0.0,
125,0.06,0.06,0.06,0.0625,0.0625,
126,0.84375,0.529511,0.069444,0.069444,,
127,0.125,0.069444,0.529511,0.529511,,
128,0.222415,0.377509,0.273433,0.123125,0.123125,
129,0.429791,0.615901,0.050625,0.63715,0.444445,
130,0.072916,0.067292,0.0425,0.11757,0.111945,
131,0.250624,0.617971,0.273611,0.053125,0.053125,
132,0.078125,0.036458,0.036458,0.036458,0.036458,
133,0.055,0.036458,0.036458,0.036458,0.036458,
134,0.0625,0.0625,0.337293,0.843054,0.456438,
135,0.0,0.0,0.0,0.0,0.0,
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0
138,0.25,0.131945,0.131944,0.131945,0.131944,
139,0.634375,0.308261,0.308261,0.046875,0.046875,
140,0.105903,0.088125,0.315191,0.080903,0.063125,
141,0.175624,0.395293,0.195785,0.131458,0.131458,
142,0.233403,0.477152,0.127377,0.293829,0.123125,0.123125
143,0.233403,0.477152,0.127377,0.293829,0.123125,0.123125
144,0.067709,0.029133,0.039966,0.029133,,
145,0.0,0.0,0.0,0.0,0.0,
146,0.0,0.0,0.0,0.0,0.0,
147,0.067708,0.029133,0.08302,0.143499,,
148,0.105903,0.088125,0.046458,0.064236,0.046458,
149,0.0,0.0,0.0,0.0,0.0,
150,0.088125,0.046458,0.064236,0.046458,0.064236,
151,0.0,0.0,0.0,0.0,0.0,
152,0.0,0.0,0.0,0.0,0.0,
153,0.0,0.0,0.0,0.0,0.0,
154,0.141249,0.293485,0.0425,0.050625,0.0425,0.053333
155,0.141249,0.293485,0.0425,0.050625,0.0425,0.053333
156,0.015625,0.082291,0.211779,0.06007,,
157,0.0,0.0821,0.0821,0.16096,0.04,
158,0.0,0.0,0.0,0.0,0.0,
159,0.08507,0.087763,0.043686,0.043686,,
160,0.105903,0.088125,0.046458,0.064236,0.046458,
161,0.0,0.0,0.0,0.0,0.0,
162,0.078125,0.036458,0.036458,0.036458,0.036458,
163,0.0,0.0,0.0,0.0,0.0,
164,0.0625,0.0625,0.308873,0.751625,0.379982,
165,0.0,0.0,0.0,0.0,0.0,
166,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0
168,0.699999,0.666667,0.0,0.0,0.0,0.0
169,0.699999,0.666667,0.0,0.0,0.0,0.0
170,0.359375,0.753508,0.232917,0.255208,0.036458,0.036458
171,0.676524,0.728125,0.24084,0.270559,0.455261,0.549733
172,0.521566,0.715625,0.036458,0.036458,0.036458,
173,0.521566,0.715625,0.036458,0.036458,0.036458,
174,0.8875,0.743056,0.069444,0.510107,0.524447,
175,0.145735,0.369777,0.0425,0.0425,0.048125,
176,0.145735,0.369777,0.0425,0.0425,0.048125,
177,0.135193,0.330584,0.0425,0.048125,0.0425,0.048125
178,0.435069,0.583957,0.0475,0.050625,0.063125,0.067708
179,0.176235,0.376927,0.045,0.045,0.122778,0.122778
180,0.429791,0.615901,0.050625,0.050625,0.63715,0.444445
181,0.25,0.25,0.131945,0.131945,0.131945,
182,0.25,0.25,0.131944,0.131945,0.131944,0.131944
183,0.56984,0.61019,0.069444,0.069444,0.442008,0.382289
184,0.423612,0.625,0.291667,0.291667,0.472222,
185,0.069444,0.125,0.069444,0.069444,0.125,
186,0.088125,0.105903,0.046458,0.064236,0.046458,0.064236
187,0.437693,0.540115,0.036458,0.036458,0.036458,0.036458
188,0.1,0.029133,0.034758,0.029133,0.034758,
189,0.1,0.029133,0.034758,0.029133,0.034758,
190,0.265625,0.028061,0.028061,0.068061,0.068061,
191,0.521566,0.036458,0.036458,0.036458,0.036458,
192,0.521566,0.036458,0.036458,0.036458,0.036458,
193,0.135193,0.330584,0.0425,0.048125,0.0425,0.048125
194,0.435069,0.583957,0.0475,0.050625,0.063125,0.067708
195,0.176235,0.376927,0.045,0.045,0.122778,0.122778
196,0.429791,0.615901,0.050625,0.050625,0.63715,0.444445
197,0.265625,0.028061,0.028061,0.110161,0.36924,
198,0.25,0.25,0.131944,0.131945,0.131944,0.131944
199,0.56984,0.61019,0.069444,0.069444,0.442008,0.382289
200,0.046875,0.247075,0.103563,0.074375,0.074375,
201,0.046875,0.074375,0.074375,0.103563,0.331769,
202,0.088125,0.105903,0.046458,0.064236,0.046458,0.064236
203,0.437693,0.540115,0.036458,0.036458,0.036458,0.036458
204,0.0,0.0,0.0,0.0,,
205,0.0,0.0,0.0,0.0,,
206,0.0,0.0,0.0,0.0,0.0,
207,0.035,0.035,0.035,0.069445,0.069445,
208,0.053125,0.089583,0.089583,0.078125,0.078125,
209,0.035,0.320714,0.117589,0.226111,0.226111,
210,0.069445,0.069444,0.069444,0.069444,,
211,0.069445,0.069444,0.069444,0.069444,,
212,0.080903,0.080903,0.063125,0.088125,0.088125,
213,0.038125,0.038125,0.038125,0.052083,0.052083,
214,0.096528,0.096528,0.107836,0.159236,0.159236,
215,0.050625,0.050625,0.322202,0.541458,0.5,
216,0.227778,0.159723,0.206945,0.159723,0.256945,
217,0.036458,0.036458,0.069444,0.036458,0.069444,
218,0.277778,0.376111,0.227778,0.227778,0.450625,
219,0.038125,0.038125,0.0325,0.046458,0.046458,
220,0.079861,0.079861,0.090144,0.228238,0.159236,0.159236
221,0.079861,0.079861,0.090144,0.228238,0.159236,0.159236
222,0.34,0.205903,0.205903,0.230903,0.230903,
223,0.075625,0.232016,0.295214,0.446055,0.499109,
224,0.383125,0.48375,0.519546,0.929723,0.674721,
225,0.050625,0.050625,0.072778,0.170416,0.170416,
226,0.079861,0.079861,0.090144,0.228238,0.159236,0.159236
227,0.079861,0.079861,0.090144,0.228238,0.159236,0.159236
228,0.067708,0.100042,0.206344,0.09288,,
229,0.178125,0.109303,0.109303,0.202053,0.098865,
230,0.0,0.0,0.0,0.0,0.0,
231,0.067708,0.086111,0.105005,0.236949,,
232,0.2625,0.3125,0.199653,0.199653,0.199653,
233,0.0,0.0,0.0,0.0,0.0,
234,0.2625,0.199653,0.199653,0.199653,0.199653,
235,0.0,0.0,0.0,0.0,0.0,
236,0.271875,0.296875,0.40382,0.769505,0.727536,
237,0.0,0.0,0.0,0.0,0.0,
238,0.050625,0.050625,0.072778,0.181378,0.170416,0.170416
239,0.050625,0.050625,0.072778,0.181378,0.170416,0.170416
240,0.0,0.0,0.0,0.0,,
241,0.1,0.029133,0.034758,0.029133,0.034758,
242,0.0,0.0,0.0,0.0,0.0,
243,0.0,0.0,0.0,0.0,,
244,0.088125,0.105903,0.046458,0.046458,0.064236,
245,0.0,0.0,0.0,0.0,0.0,
246,0.088125,0.046458,0.064236,0.046458,0.064236,
247,0.0,0.0,0.0,0.0,0.0,
248,0.088125,0.105903,0.063125,0.063125,0.080903,
249,0.0,0.0,0.0,0.0,0.0,
250,0.038125,0.038125,0.038125,0.038125,0.146875,0.146875
251,0.038125,0.038125,0.038125,0.038125,0.146875,0.146875
252,0.640625,0.640625,0.231647,0.266506,0.297845,
253,0.586735,0.6,0.0,0.0,0.0,
254,0.15136,0.442584,0.263135,0.134851,0.134851,
255,0.091837,0.326281,0.0,0.0,0.0,
256,0.522905,0.596457,0.304345,0.307917,0.561458,0.385417
257,0.03125,0.03125,0.03125,0.025,0.025,
258,0.0,0.0,0.0,0.0,0.0,0.0
259,0.368056,0.541667,0.217593,0.166296,0.238891,
260,0.475208,0.640625,0.036458,0.036458,0.036458,
261,0.111926,0.359376,0.081597,0.120532,0.120532,
262,0.145735,0.369777,0.0425,0.0425,0.048125,
263,0.435069,0.583957,0.0475,0.050625,0.063125,0.067708
264,0.088125,0.098958,0.046458,0.046458,0.057292,
265,0.0,0.0,0.0,0.0,0.0,0.0
266,0.125416,0.410416,0.098184,0.098183,,
267,0.154583,0.324376,0.0425,0.050625,,
268,0.0,0.0,0.0,0.0,0.0,
269,0.125416,0.410416,0.098184,0.098183,,
270,0.154583,0.324376,0.0425,0.050625,,
271,0.0,0.0,0.0,0.0,0.0,
272,0.242083,0.28375,0.375977,0.350697,,
273,0.0,0.0,0.0,0.0,0.0,
274,0.0,0.0,0.0,0.0,0.0,
275,0.294791,0.305625,0.06,0.063125,,
276,0.0,0.0,0.0,0.0,0.0,
277,0.0,0.0,0.0,0.0,0.0,
278,0.0,0.0,0.0,0.0,,
279,0.368056,0.541667,0.217593,0.166296,0.238891,
280,0.0,0.0,0.0,0.0,,
281,0.448424,0.603125,0.036458,0.036458,0.036458,
282,0.078125,0.384121,0.165427,0.078056,0.078056,
283,0.14375,0.029133,0.034758,0.029133,0.034758,
284,0.423612,0.291667,0.472222,0.291667,0.472222,
285,0.521566,0.036458,0.036458,0.036458,0.036458,
286,0.666596,0.913194,0.063125,0.06875,0.063125,0.06875
287,0.064584,0.029133,0.039966,0.029133,0.039966,
288,0.521566,0.715625,0.036458,0.036458,0.036458,0.036458
289,0.0,0.0,0.05679,0.05679,,
290,0.078125,0.036458,0.036458,0.036458,,
291,0.111111,0.630554,0.4125,0.202947,0.279337,
292,0.368056,0.337962,0.166296,0.238891,,
293,0.475208,0.036458,0.036458,0.036458,,
294,0.645892,0.834821,0.06875,0.063125,0.06875,
295,0.036458,0.069445,0.035,0.035,,
296,0.0,0.0,0.0,0.0,0.0,
297,0.145735,0.369777,0.048125,0.0425,0.048125,
298,0.088125,0.057292,0.046458,0.057292,,
299,0.0,0.0,0.0,0.0,0.0,
300,0.145735,0.369777,0.048125,0.0425,0.048125,
301,0.13125,0.034758,0.029133,0.034758,,
302,0.052083,0.188352,0.09494,0.065903,0.065903,
303,0.0,0.0,0.0,0.0,,
304,0.475208,0.640625,0.036458,0.036458,0.036458,
305,0.078125,0.036458,0.036458,0.036458,,
306,0.0,0.0,0.0,0.0,,
307,0.166667,0.152778,0.152778,0.152778,0.152778,
308,0.055591,0.22063,0.036458,0.036458,,
309,0.036458,0.036458,0.036458,0.069444,,
310,0.111111,0.1875,0.111111,0.111111,0.159375,
311,0.083227,0.04156,0.04156,0.073958,,
312,0.0,0.0,0.0,0.0,0.0,
313,0.074653,0.074653,0.056875,0.056875,0.056875,
314,0.105903,0.105903,0.071458,0.104445,,
315,0.0,0.0,0.0,0.0,0.0,
316,0.074653,0.074653,0.056875,0.056875,0.056875,
317,0.142361,0.083227,0.04156,0.04156,,
318,0.052083,0.04156,0.04156,0.027602,0.027602,
319,0.0,0.0,0.0,0.0,,
320,0.036458,0.078125,0.036458,0.036458,0.069444,
321,0.0,0.0,0.0,,,
322,0.0,0.0,0.0,0.0,,
323,0.036458,0.036458,0.0225,0.0225,,
324,0.0,0.0,0.0,,,
325,0.0,0.0,0.0,0.0,,
326,0.064583,0.067708,0.0425,0.050625,,
327,0.0,0.0,0.0,,,
328,0.068958,0.036458,0.036458,0.036458,,
329,0.064583,0.067708,0.0425,0.050625,,
330,0.0,0.0,0.0,0.0,,
331,0.088125,0.057292,0.046458,0.057292,,
332,0.088125,0.098958,0.06,0.063125,,
333,0.229167,0.097222,0.097222,,,
334,0.036458,0.036458,0.0225,0.0225,,
335,0.0,0.0,0.0,0.0,,
336,0.0,0.0,0.0,,,
337,0.055591,0.209269,0.036458,0.036458,,
338,0.052083,0.052083,0.0325,0.0325,,
339,0.0,0.0,0.0,,,
340,0.036458,0.069444,0.036458,0.069444,,
341,0.052083,0.052083,0.0325,0.0325,,
342,0.083227,0.04156,0.04156,0.073958,,
343,0.105903,0.138889,0.071458,0.104445,,
344,0.105903,0.105903,0.063125,0.063125,,
345,0.934376,0.850447,0.353449,0.216938,0.182714,
346,0.0,0.0,0.0,0.0,0.0,
347,0.138712,0.421877,0.301506,0.146669,0.146669,
348,0.072916,0.067292,0.0425,0.048125,0.0425,
