,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1095,2,2,2,8,1,2,8,2,3,2,1,3,2,8,8,8,8,8,8,8,8,2,8,8
1096,2,2,4,8,1,4,8,2,1,2,1,1,2,8,8,8,8,8,8,8,8,2,8,8
1097,2,2,4,8,1,4,8,2,1,2,1,1,2,8,8,8,8,8,8,8,8,2,8,8
1098,4,2,2,8,1,2,8,2,1,2,1,1,4,8,8,8,8,8,8,8,8,2,8,8
1099,4,2,2,8,1,2,8,2,1,2,1,1,4,8,8,8,8,8,8,8,8,2,8,8
1100,2,4,2,8,1,2,8,4,3,2,1,3,2,8,8,8,8,8,8,8,8,2,8,8
1101,2,4,2,8,1,2,8,4,3,2,1,3,2,8,8,8,8,8,8,8,8,2,8,8
1102,2,2,4,8,3,4,8,2,1,2,3,1,2,8,8,8,8,8,8,8,8,2,8,8
1103,2,2,4,8,3,4,8,2,1,2,3,1,2,8,8,8,8,8,8,8,8,2,8,8
1104,8,2,2,2,1,2,8,2,3,2,1,3,8,8,8,2,3,8,8,8,8,2,3,8
1105,8,2,2,2,1,2,8,2,3,2,1,3,8,8,8,2,3,8,8,8,8,2,3,8
1106,8,2,2,4,3,2,8,2,1,2,3,1,8,8,8,4,3,8,8,8,8,2,3,8
1107,8,2,2,4,3,2,8,2,1,2,3,1,8,8,8,4,3,8,8,8,8,2,3,8
1108,8,2,2,2,1,2,8,2,1,2,1,1,8,8,8,2,3,8,8,8,8,2,3,8
1109,8,2,2,2,1,2,8,2,1,2,1,1,8,8,8,2,3,8,8,8,8,2,3,8
1110,8,2,2,2,1,2,8,2,1,2,1,1,8,8,8,2,1,8,8,8,8,2,1,8
1111,8,2,2,2,1,2,8,2,1,2,1,1,8,8,8,2,1,8,8,8,8,2,1,8
1112,8,2,2,2,3,2,8,2,1,2,3,1,8,8,8,2,1,8,8,8,8,2,1,8
1113,8,2,2,2,3,2,8,2,1,2,3,1,8,8,8,2,1,8,8,8,8,2,1,8
1114,8,4,2,2,1,2,8,4,1,2,1,1,8,8,8,2,1,8,8,8,8,2,1,8
1115,8,4,2,2,1,2,8,4,1,2,1,1,8,8,8,2,1,8,8,8,8,2,1,8
1116,8,2,2,4,1,2,8,2,1,2,1,1,8,8,8,4,1,8,8,8,8,2,1,8
1117,8,2,2,4,1,2,8,2,1,2,1,1,8,8,8,4,1,8,8,8,8,2,1,8
1118,8,2,2,2,1,2,8,2,3,2,1,3,8,8,8,2,1,8,8,8,8,2,1,8
1119,8,2,2,2,1,2,8,2,3,2,1,3,8,8,8,2,1,8,8,8,8,2,1,8
1120,8,2,4,2,1,4,8,2,1,2,1,1,8,8,8,2,1,8,8,8,8,2,1,8
1121,8,2,4,2,1,4,8,2,1,2,1,1,8,8,8,2,1,8,8,8,8,2,1,8
1122,8,2,2,2,1,2,8,2,1,2,1,1,8,8,8,2,1,8,8,8,8,2,1,8
1123,8,2,2,2,1,2,8,2,1,2,1,1,8,8,8,2,1,8,8,8,8,2,1,8
1124,8,4,2,2,1,2,8,4,3,2,1,3,8,8,8,2,1,8,8,8,8,2,1,8
1125,8,4,2,2,1,2,8,4,3,2,1,3,8,8,8,2,1,8,8,8,8,2,1,8
1126,8,2,4,2,3,4,8,2,1,2,3,1,8,8,8,2,1,8,8,8,8,2,1,8
1127,8,2,4,2,3,4,8,2,1,2,3,1,8,8,8,2,1,8,8,8,8,2,1,8
1128,2,8,2,2,1,2,8,8,8,2,1,8,2,8,4,2,3,4,8,8,8,2,3,8
1129,2,8,2,2,1,2,8,8,8,2,1,8,2,8,4,2,3,4,8,8,8,2,3,8
1130,2,8,2,4,3,2,8,8,8,2,3,8,2,8,2,4,3,2,8,8,8,2,3,8
1131,2,8,2,4,3,2,8,8,8,2,3,8,2,8,2,4,3,2,8,8,8,2,3,8
1132,2,8,2,2,1,2,8,8,8,2,1,8,2,8,2,2,3,2,8,8,8,2,3,8
1133,2,8,2,2,1,2,8,8,8,2,1,8,2,8,2,2,3,2,8,8,8,2,3,8
1134,2,8,2,2,1,2,8,8,8,2,1,8,2,8,4,2,1,4,8,8,8,2,1,8
1135,2,8,2,2,1,2,8,8,8,2,1,8,2,8,4,2,1,4,8,8,8,2,1,8
1136,2,8,2,2,3,2,8,8,8,2,3,8,2,8,2,2,1,2,8,8,8,2,1,8
1137,2,8,2,2,3,2,8,8,8,2,3,8,2,8,2,2,1,2,8,8,8,2,1,8
1138,4,8,2,2,1,2,8,8,8,2,1,8,4,8,2,2,1,2,8,8,8,2,1,8
1139,4,8,2,2,1,2,8,8,8,2,1,8,4,8,2,2,1,2,8,8,8,2,1,8
1140,2,8,2,4,1,2,8,8,8,2,1,8,2,8,2,4,1,2,8,8,8,2,1,8
1141,2,8,2,4,1,2,8,8,8,2,1,8,2,8,2,4,1,2,8,8,8,2,1,8
1142,2,8,2,2,1,2,8,8,8,2,1,8,2,8,2,2,1,2,8,8,8,2,1,8
1143,2,8,2,2,1,2,8,8,8,2,1,8,2,8,2,2,1,2,8,8,8,2,1,8
1144,2,8,4,2,1,4,8,8,8,2,1,8,2,8,2,2,1,2,8,8,8,2,1,8
1145,2,8,4,2,1,4,8,8,8,2,1,8,2,8,2,2,1,2,8,8,8,2,1,8
1146,2,8,2,2,1,2,8,8,8,2,1,8,2,8,2,2,1,2,8,8,8,2,1,8
1147,2,8,2,2,1,2,8,8,8,2,1,8,2,8,2,2,1,2,8,8,8,2,1,8
1148,4,8,2,2,1,2,8,8,8,2,1,8,4,8,2,2,1,2,8,8,8,2,1,8
1149,4,8,2,2,1,2,8,8,8,2,1,8,4,8,2,2,1,2,8,8,8,2,1,8
1150,2,8,4,2,3,4,8,8,8,2,3,8,2,8,2,2,1,2,8,8,8,2,1,8
1151,2,8,4,2,3,4,8,8,8,2,3,8,2,8,2,2,1,2,8,8,8,2,1,8
1152,2,2,8,8,8,8,8,2,1,2,8,1,2,8,4,8,3,4,8,8,8,2,3,8
1153,2,2,8,8,8,8,8,2,1,2,8,1,2,8,4,8,3,4,8,8,8,2,3,8
1154,2,2,8,8,8,8,8,2,3,2,8,3,2,8,2,8,3,2,8,8,8,2,3,8
1155,2,2,8,8,8,8,8,2,3,2,8,3,2,8,2,8,3,2,8,8,8,2,3,8
1156,2,2,8,8,8,8,8,2,1,2,8,1,2,8,2,8,3,2,8,8,8,2,3,8
1157,2,2,8,8,8,8,8,2,1,2,8,1,2,8,2,8,3,2,8,8,8,2,3,8
1158,2,2,8,8,8,8,8,2,1,2,8,1,2,8,4,8,1,4,8,8,8,2,1,8
1159,2,2,8,8,8,8,8,2,1,2,8,1,2,8,4,8,1,4,8,8,8,2,1,8
1160,2,2,8,8,8,8,8,2,3,2,8,3,2,8,2,8,1,2,8,8,8,2,1,8
1161,2,2,8,8,8,8,8,2,3,2,8,3,2,8,2,8,1,2,8,8,8,2,1,8
1162,4,2,8,8,8,8,8,2,1,2,8,1,4,8,2,8,1,2,8,8,8,2,1,8
1163,4,2,8,8,8,8,8,2,1,2,8,1,4,8,2,8,1,2,8,8,8,2,1,8
1164,2,2,8,8,8,8,8,2,1,2,8,1,2,8,2,8,1,2,8,8,8,2,1,8
1165,2,2,8,8,8,8,8,2,1,2,8,1,2,8,2,8,1,2,8,8,8,2,1,8
1166,2,2,8,8,8,8,8,2,1,2,8,1,2,8,2,8,1,2,8,8,8,2,1,8
1167,2,2,8,8,8,8,8,2,1,2,8,1,2,8,2,8,1,2,8,8,8,2,1,8
1168,2,4,8,8,8,8,8,4,1,2,8,1,2,8,2,8,1,2,8,8,8,2,1,8
1169,2,4,8,8,8,8,8,4,1,2,8,1,2,8,2,8,1,2,8,8,8,2,1,8
1170,2,2,8,8,8,8,8,2,1,2,8,1,2,8,2,8,1,2,8,8,8,2,1,8
1171,2,2,8,8,8,8,8,2,1,2,8,1,2,8,2,8,1,2,8,8,8,2,1,8
1172,4,2,8,8,8,8,8,2,1,2,8,1,4,8,2,8,1,2,8,8,8,2,1,8
1173,4,2,8,8,8,8,8,2,1,2,8,1,4,8,2,8,1,2,8,8,8,2,1,8
1174,2,4,8,8,8,8,8,4,3,2,8,3,2,8,2,8,1,2,8,8,8,2,1,8
1175,2,4,8,8,8,8,8,4,3,2,8,3,2,8,2,8,1,2,8,8,8,2,1,8
1176,8,8,8,2,1,8,8,8,1,2,1,1,8,8,4,2,3,4,8,8,8,2,3,8
1177,8,8,8,2,1,8,8,8,1,2,1,1,8,8,4,2,3,4,8,8,8,2,3,8
1178,8,8,8,2,1,8,8,8,3,2,1,3,8,8,2,2,3,2,8,8,8,2,3,8
1179,8,8,8,2,1,8,8,8,3,2,1,3,8,8,2,2,3,2,8,8,8,2,3,8
1180,8,8,8,4,3,8,8,8,1,2,3,1,8,8,2,4,3,2,8,8,8,2,3,8
1181,8,8,8,4,3,8,8,8,1,2,3,1,8,8,2,4,3,2,8,8,8,2,3,8
1182,8,8,8,2,1,8,8,8,1,2,1,1,8,8,4,2,1,4,8,8,8,2,1,8
1183,8,8,8,2,1,8,8,8,1,2,1,1,8,8,4,2,1,4,8,8,8,2,1,8
1184,8,8,8,2,1,8,8,8,3,2,1,3,8,8,2,2,1,2,8,8,8,2,1,8
1185,8,8,8,2,1,8,8,8,3,2,1,3,8,8,2,2,1,2,8,8,8,2,1,8
1186,8,8,8,2,3,8,8,8,1,2,3,1,8,8,2,2,1,2,8,8,8,2,1,8
1187,8,8,8,2,3,8,8,8,1,2,3,1,8,8,2,2,1,2,8,8,8,2,1,8
1188,8,8,8,2,1,8,8,8,1,2,1,1,8,8,2,2,1,2,8,8,8,2,1,8
1189,8,8,8,2,1,8,8,8,1,2,1,1,8,8,2,2,1,2,8,8,8,2,1,8
1190,8,8,8,2,1,8,8,8,1,2,1,1,8,8,2,2,1,2,8,8,8,2,1,8
1191,8,8,8,2,1,8,8,8,1,2,1,1,8,8,2,2,1,2,8,8,8,2,1,8
1192,8,8,8,2,3,8,8,8,1,2,3,1,8,8,2,2,1,2,8,8,8,2,1,8
1193,8,8,8,2,3,8,8,8,1,2,3,1,8,8,2,2,1,2,8,8,8,2,1,8
1194,8,8,8,4,1,8,8,8,1,2,1,1,8,8,2,4,1,2,8,8,8,2,1,8
1195,8,8,8,4,1,8,8,8,1,2,1,1,8,8,2,4,1,2,8,8,8,2,1,8
1196,8,8,8,2,1,8,8,8,1,2,1,1,8,8,2,2,1,2,8,8,8,2,1,8
1197,8,8,8,2,1,8,8,8,1,2,1,1,8,8,2,2,1,2,8,8,8,2,1,8
1198,8,8,8,2,1,8,8,8,3,2,1,3,8,8,2,2,1,2,8,8,8,2,1,8
1199,8,8,8,2,1,8,8,8,3,2,1,3,8,8,2,2,1,2,8,8,8,2,1,8
1200,8,2,2,8,1,2,4,2,3,2,1,3,8,8,8,8,8,8,4,8,3,2,8,3
1201,8,2,2,8,1,2,4,2,3,2,1,3,8,8,8,8,8,8,4,8,3,2,8,3
1202,8,2,2,8,3,2,2,2,1,2,3,1,8,8,8,8,8,8,2,8,3,2,8,3
1203,8,2,2,8,3,2,2,2,1,2,3,1,8,8,8,8,8,8,2,8,3,2,8,3
1204,8,2,2,8,1,2,2,2,1,2,1,1,8,8,8,8,8,8,2,8,3,2,8,3
1205,8,2,2,8,1,2,2,2,1,2,1,1,8,8,8,8,8,8,2,8,3,2,8,3
1206,8,2,2,8,1,2,4,2,1,2,1,1,8,8,8,8,8,8,4,8,1,2,8,1
1207,8,2,2,8,1,2,4,2,1,2,1,1,8,8,8,8,8,8,4,8,1,2,8,1
1208,8,2,2,8,3,2,2,2,1,2,3,1,8,8,8,8,8,8,2,8,1,2,8,1
1209,8,2,2,8,3,2,2,2,1,2,3,1,8,8,8,8,8,8,2,8,1,2,8,1
1210,8,4,2,8,1,2,2,4,1,2,1,1,8,8,8,8,8,8,2,8,1,2,8,1
1211,8,4,2,8,1,2,2,4,1,2,1,1,8,8,8,8,8,8,2,8,1,2,8,1
1212,8,2,2,8,1,2,2,2,1,2,1,1,8,8,8,8,8,8,2,8,1,2,8,1
1213,8,2,2,8,1,2,2,2,1,2,1,1,8,8,8,8,8,8,2,8,1,2,8,1
1214,8,2,2,8,1,2,2,2,3,2,1,3,8,8,8,8,8,8,2,8,1,2,8,1
1215,8,2,2,8,1,2,2,2,3,2,1,3,8,8,8,8,8,8,2,8,1,2,8,1
1216,8,2,4,8,1,4,2,2,1,2,1,1,8,8,8,8,8,8,2,8,1,2,8,1
1217,8,2,4,8,1,4,2,2,1,2,1,1,8,8,8,8,8,8,2,8,1,2,8,1
1218,8,2,2,8,1,2,2,2,1,2,1,1,8,8,8,8,8,8,2,8,1,2,8,1
1219,8,2,2,8,1,2,2,2,1,2,1,1,8,8,8,8,8,8,2,8,1,2,8,1
1220,8,4,2,8,1,2,2,4,3,2,1,3,8,8,8,8,8,8,2,8,1,2,8,1
1221,8,4,2,8,1,2,2,4,3,2,1,3,8,8,8,8,8,8,2,8,1,2,8,1
1222,8,2,4,8,3,4,2,2,1,2,3,1,8,8,8,8,8,8,2,8,1,2,8,1
1223,8,2,4,8,3,4,2,2,1,2,3,1,8,8,8,8,8,8,2,8,1,2,8,1
1224,2,8,2,8,1,2,8,8,8,2,1,8,2,4,8,8,8,8,8,4,3,2,8,3
1225,2,8,2,8,1,2,8,8,8,2,1,8,2,4,8,8,8,8,8,4,3,2,8,3
1226,2,8,2,8,3,2,8,8,8,2,3,8,2,2,8,8,8,8,8,2,3,2,8,3
1227,2,8,2,8,3,2,8,8,8,2,3,8,2,2,8,8,8,8,8,2,3,2,8,3
1228,2,8,2,8,1,2,8,8,8,2,1,8,2,2,8,8,8,8,8,2,3,2,8,3
1229,2,8,2,8,1,2,8,8,8,2,1,8,2,2,8,8,8,8,8,2,3,2,8,3
1230,2,8,2,8,1,2,8,8,8,2,1,8,2,4,8,8,8,8,8,4,1,2,8,1
1231,2,8,2,8,1,2,8,8,8,2,1,8,2,4,8,8,8,8,8,4,1,2,8,1
1232,2,8,2,8,3,2,8,8,8,2,3,8,2,2,8,8,8,8,8,2,1,2,8,1
1233,2,8,2,8,3,2,8,8,8,2,3,8,2,2,8,8,8,8,8,2,1,2,8,1
1234,4,8,2,8,1,2,8,8,8,2,1,8,4,2,8,8,8,8,8,2,1,2,8,1
1235,4,8,2,8,1,2,8,8,8,2,1,8,4,2,8,8,8,8,8,2,1,2,8,1
1236,2,8,2,8,1,2,8,8,8,2,1,8,2,2,8,8,8,8,8,2,1,2,8,1
1237,2,8,2,8,1,2,8,8,8,2,1,8,2,2,8,8,8,8,8,2,1,2,8,1
1238,2,8,2,8,1,2,8,8,8,2,1,8,2,2,8,8,8,8,8,2,1,2,8,1
1239,2,8,2,8,1,2,8,8,8,2,1,8,2,2,8,8,8,8,8,2,1,2,8,1
1240,2,8,4,8,1,4,8,8,8,2,1,8,2,2,8,8,8,8,8,2,1,2,8,1
1241,2,8,4,8,1,4,8,8,8,2,1,8,2,2,8,8,8,8,8,2,1,2,8,1
1242,2,8,2,8,1,2,8,8,8,2,1,8,2,2,8,8,8,8,8,2,1,2,8,1
1243,2,8,2,8,1,2,8,8,8,2,1,8,2,2,8,8,8,8,8,2,1,2,8,1
1244,4,8,2,8,1,2,8,8,8,2,1,8,4,2,8,8,8,8,8,2,1,2,8,1
1245,4,8,2,8,1,2,8,8,8,2,1,8,4,2,8,8,8,8,8,2,1,2,8,1
1246,2,8,4,8,3,4,8,8,8,2,3,8,2,2,8,8,8,8,8,2,1,2,8,1
1247,2,8,4,8,3,4,8,8,8,2,3,8,2,2,8,8,8,8,8,2,1,2,8,1
1248,2,2,8,8,8,8,2,2,1,2,8,1,2,4,8,8,8,8,2,4,3,2,8,3
1249,2,2,8,8,8,8,2,2,1,2,8,1,2,4,8,8,8,8,2,4,3,2,8,3
1250,2,2,8,8,8,8,4,2,3,2,8,3,2,2,8,8,8,8,4,2,3,2,8,3
1251,2,2,8,8,8,8,4,2,3,2,8,3,2,2,8,8,8,8,4,2,3,2,8,3
1252,2,2,8,8,8,8,2,2,1,2,8,1,2,2,8,8,8,8,2,2,3,2,8,3
1253,2,2,8,8,8,8,2,2,1,2,8,1,2,2,8,8,8,8,2,2,3,2,8,3
1254,2,2,8,8,8,8,2,2,1,2,8,1,2,4,8,8,8,8,2,4,1,2,8,1
1255,2,2,8,8,8,8,2,2,1,2,8,1,2,4,8,8,8,8,2,4,1,2,8,1
1256,2,2,8,8,8,8,2,2,3,2,8,3,2,2,8,8,8,8,2,2,1,2,8,1
1257,2,2,8,8,8,8,2,2,3,2,8,3,2,2,8,8,8,8,2,2,1,2,8,1
1258,4,2,8,8,8,8,2,2,1,2,8,1,4,2,8,8,8,8,2,2,1,2,8,1
1259,4,2,8,8,8,8,2,2,1,2,8,1,4,2,8,8,8,8,2,2,1,2,8,1
1260,2,2,8,8,8,8,4,2,1,2,8,1,2,2,8,8,8,8,4,2,1,2,8,1
1261,2,2,8,8,8,8,4,2,1,2,8,1,2,2,8,8,8,8,4,2,1,2,8,1
1262,2,2,8,8,8,8,2,2,1,2,8,1,2,2,8,8,8,8,2,2,1,2,8,1
1263,2,2,8,8,8,8,2,2,1,2,8,1,2,2,8,8,8,8,2,2,1,2,8,1
1264,2,4,8,8,8,8,2,4,1,2,8,1,2,2,8,8,8,8,2,2,1,2,8,1
1265,2,4,8,8,8,8,2,4,1,2,8,1,2,2,8,8,8,8,2,2,1,2,8,1
1266,2,2,8,8,8,8,2,2,1,2,8,1,2,2,8,8,8,8,2,2,1,2,8,1
1267,2,2,8,8,8,8,2,2,1,2,8,1,2,2,8,8,8,8,2,2,1,2,8,1
1268,4,2,8,8,8,8,2,2,1,2,8,1,4,2,8,8,8,8,2,2,1,2,8,1
1269,4,2,8,8,8,8,2,2,1,2,8,1,4,2,8,8,8,8,2,2,1,2,8,1
1270,2,4,8,8,8,8,2,4,3,2,8,3,2,2,8,8,8,8,2,2,1,2,8,1
1271,2,4,8,8,8,8,2,4,3,2,8,3,2,2,8,8,8,8,2,2,1,2,8,1
1272,8,8,8,8,1,8,2,8,1,2,1,1,8,4,8,8,8,8,2,4,3,2,8,3
1273,8,8,8,8,1,8,2,8,1,2,1,1,8,4,8,8,8,8,2,4,3,2,8,3
1274,8,8,8,8,1,8,4,8,3,2,1,3,8,2,8,8,8,8,4,2,3,2,8,3
1275,8,8,8,8,1,8,4,8,3,2,1,3,8,2,8,8,8,8,4,2,3,2,8,3
1276,8,8,8,8,3,8,2,8,1,2,3,1,8,2,8,8,8,8,2,2,3,2,8,3
1277,8,8,8,8,3,8,2,8,1,2,3,1,8,2,8,8,8,8,2,2,3,2,8,3
1278,8,8,8,8,1,8,2,8,1,2,1,1,8,4,8,8,8,8,2,4,1,2,8,1
1279,8,8,8,8,1,8,2,8,1,2,1,1,8,4,8,8,8,8,2,4,1,2,8,1
1280,8,8,8,8,1,8,2,8,3,2,1,3,8,2,8,8,8,8,2,2,1,2,8,1
1281,8,8,8,8,1,8,2,8,3,2,1,3,8,2,8,8,8,8,2,2,1,2,8,1
1282,8,8,8,8,3,8,2,8,1,2,3,1,8,2,8,8,8,8,2,2,1,2,8,1
1283,8,8,8,8,3,8,2,8,1,2,3,1,8,2,8,8,8,8,2,2,1,2,8,1
1284,8,8,8,8,1,8,4,8,1,2,1,1,8,2,8,8,8,8,4,2,1,2,8,1
1285,8,8,8,8,1,8,4,8,1,2,1,1,8,2,8,8,8,8,4,2,1,2,8,1
1286,8,8,8,8,1,8,2,8,1,2,1,1,8,2,8,8,8,8,2,2,1,2,8,1
1287,8,8,8,8,1,8,2,8,1,2,1,1,8,2,8,8,8,8,2,2,1,2,8,1
1288,8,8,8,8,3,8,2,8,1,2,3,1,8,2,8,8,8,8,2,2,1,2,8,1
1289,8,8,8,8,3,8,2,8,1,2,3,1,8,2,8,8,8,8,2,2,1,2,8,1
1290,8,8,8,8,1,8,2,8,1,2,1,1,8,2,8,8,8,8,2,2,1,2,8,1
1291,8,8,8,8,1,8,2,8,1,2,1,1,8,2,8,8,8,8,2,2,1,2,8,1
1292,8,8,8,8,1,8,2,8,1,2,1,1,8,2,8,8,8,8,2,2,1,2,8,1
1293,8,8,8,8,1,8,2,8,1,2,1,1,8,2,8,8,8,8,2,2,1,2,8,1
1294,8,8,8,8,1,8,2,8,3,2,1,3,8,2,8,8,8,8,2,2,1,2,8,1
1295,8,8,8,8,1,8,2,8,3,2,1,3,8,2,8,8,8,8,2,2,1,2,8,1
1296,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,3,2,1,3
1297,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,3,2,1,3
1298,8,8,2,2,3,2,8,8,8,2,3,8,8,8,8,2,1,8,8,8,3,2,1,3
1299,8,8,2,2,3,2,8,8,8,2,3,8,8,8,8,2,1,8,8,8,3,2,1,3
1300,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,3,2,1,3
1301,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,3,2,1,3
1302,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,3,8,8,8,1,2,3,1
1303,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,3,8,8,8,1,2,3,1
1304,8,8,2,4,3,2,8,8,8,2,3,8,8,8,8,4,3,8,8,8,1,2,3,1
1305,8,8,2,4,3,2,8,8,8,2,3,8,8,8,8,4,3,8,8,8,1,2,3,1
1306,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,3,8,8,8,1,2,3,1
1307,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,3,8,8,8,1,2,3,1
1308,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,1,2,1,1
1309,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,1,2,1,1
1310,8,8,2,4,1,2,8,8,8,2,1,8,8,8,8,4,1,8,8,8,1,2,1,1
1311,8,8,2,4,1,2,8,8,8,2,1,8,8,8,8,4,1,8,8,8,1,2,1,1
1312,8,8,4,2,1,4,8,8,8,2,1,8,8,8,8,2,1,8,8,8,1,2,1,1
1313,8,8,4,2,1,4,8,8,8,2,1,8,8,8,8,2,1,8,8,8,1,2,1,1
1314,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,1,2,1,1
1315,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,1,2,1,1
1316,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,1,2,1,1
1317,8,8,2,2,1,2,8,8,8,2,1,8,8,8,8,2,1,8,8,8,1,2,1,1
1318,8,8,4,2,3,4,8,8,8,2,3,8,8,8,8,2,1,8,8,8,1,2,1,1
1319,8,8,4,2,3,4,8,8,8,2,3,8,8,8,8,2,1,8,8,8,1,2,1,1
1320,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,3,2,1,3
1321,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,3,2,1,3
1322,8,2,8,8,8,8,4,2,3,2,8,3,8,8,8,8,1,8,4,8,3,2,1,3
1323,8,2,8,8,8,8,4,2,3,2,8,3,8,8,8,8,1,8,4,8,3,2,1,3
1324,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,3,2,1,3
1325,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,3,2,1,3
1326,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,3,8,2,8,1,2,3,1
1327,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,3,8,2,8,1,2,3,1
1328,8,2,8,8,8,8,2,2,3,2,8,3,8,8,8,8,3,8,2,8,1,2,3,1
1329,8,2,8,8,8,8,2,2,3,2,8,3,8,8,8,8,3,8,2,8,1,2,3,1
1330,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,3,8,2,8,1,2,3,1
1331,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,3,8,2,8,1,2,3,1
1332,8,2,8,8,8,8,4,2,1,2,8,1,8,8,8,8,1,8,4,8,1,2,1,1
1333,8,2,8,8,8,8,4,2,1,2,8,1,8,8,8,8,1,8,4,8,1,2,1,1
1334,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,1,2,1,1
1335,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,1,2,1,1
1336,8,4,8,8,8,8,2,4,1,2,8,1,8,8,8,8,1,8,2,8,1,2,1,1
1337,8,4,8,8,8,8,2,4,1,2,8,1,8,8,8,8,1,8,2,8,1,2,1,1
1338,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,1,2,1,1
1339,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,1,2,1,1
1340,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,1,2,1,1
1341,8,2,8,8,8,8,2,2,1,2,8,1,8,8,8,8,1,8,2,8,1,2,1,1
1342,8,4,8,8,8,8,2,4,3,2,8,3,8,8,8,8,1,8,2,8,1,2,1,1
1343,8,4,8,8,8,8,2,4,3,2,8,3,8,8,8,8,1,8,2,8,1,2,1,1
1344,8,8,8,2,1,8,2,8,1,2,1,1,8,8,8,2,1,8,2,8,3,2,1,3
1345,8,8,8,2,1,8,2,8,1,2,1,1,8,8,8,2,1,8,2,8,3,2,1,3
1346,8,8,8,2,1,8,4,8,3,2,1,3,8,8,8,2,1,8,4,8,3,2,1,3
1347,8,8,8,2,1,8,4,8,3,2,1,3,8,8,8,2,1,8,4,8,3,2,1,3
1348,8,8,8,2,3,8,2,8,1,2,3,1,8,8,8,2,1,8,2,8,3,2,1,3
1349,8,8,8,2,3,8,2,8,1,2,3,1,8,8,8,2,1,8,2,8,3,2,1,3
1350,8,8,8,2,1,8,2,8,1,2,1,1,8,8,8,2,3,8,2,8,1,2,3,1
1351,8,8,8,2,1,8,2,8,1,2,1,1,8,8,8,2,3,8,2,8,1,2,3,1
1352,8,8,8,2,1,8,2,8,3,2,1,3,8,8,8,2,3,8,2,8,1,2,3,1
1353,8,8,8,2,1,8,2,8,3,2,1,3,8,8,8,2,3,8,2,8,1,2,3,1
1354,8,8,8,4,3,8,2,8,1,2,3,1,8,8,8,4,3,8,2,8,1,2,3,1
1355,8,8,8,4,3,8,2,8,1,2,3,1,8,8,8,4,3,8,2,8,1,2,3,1
1356,8,8,8,2,1,8,4,8,1,2,1,1,8,8,8,2,1,8,4,8,1,2,1,1
1357,8,8,8,2,1,8,4,8,1,2,1,1,8,8,8,2,1,8,4,8,1,2,1,1
1358,8,8,8,2,1,8,2,8,1,2,1,1,8,8,8,2,1,8,2,8,1,2,1,1
1359,8,8,8,2,1,8,2,8,1,2,1,1,8,8,8,2,1,8,2,8,1,2,1,1
1360,8,8,8,2,3,8,2,8,1,2,3,1,8,8,8,2,1,8,2,8,1,2,1,1
1361,8,8,8,2,3,8,2,8,1,2,3,1,8,8,8,2,1,8,2,8,1,2,1,1
1362,8,8,8,2,1,8,2,8,1,2,1,1,8,8,8,2,1,8,2,8,1,2,1,1
1363,8,8,8,2,1,8,2,8,1,2,1,1,8,8,8,2,1,8,2,8,1,2,1,1
1364,8,8,8,4,1,8,2,8,1,2,1,1,8,8,8,4,1,8,2,8,1,2,1,1
1365,8,8,8,4,1,8,2,8,1,2,1,1,8,8,8,4,1,8,2,8,1,2,1,1
1366,8,8,8,2,1,8,2,8,3,2,1,3,8,8,8,2,1,8,2,8,1,2,1,1
1367,8,8,8,2,1,8,2,8,3,2,1,3,8,8,8,2,1,8,2,8,1,2,1,1
