,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
83,2,2,8,8,8,8,1,2,2,3,8,2,2,1,8,8,8,8,1,1,2,3,8,2
84,2,2,8,8,8,8,1,2,2,1,8,2,2,3,8,8,8,8,1,3,2,1,8,2
85,2,2,8,8,8,8,1,2,2,1,8,2,2,3,8,8,8,8,1,3,2,1,8,2
86,2,2,8,8,8,8,1,2,4,1,8,4,2,1,8,8,8,8,1,1,2,1,8,2
87,2,2,8,8,8,8,1,2,4,1,8,4,2,1,8,8,8,8,1,1,2,1,8,2
88,2,4,8,8,8,8,1,4,2,1,8,2,2,1,8,8,8,8,1,1,2,1,8,2
89,2,4,8,8,8,8,1,4,2,1,8,2,2,1,8,8,8,8,1,1,2,1,8,2
90,4,2,8,8,8,8,1,2,2,1,8,2,4,3,8,8,8,8,1,3,2,1,8,2
91,4,2,8,8,8,8,1,2,2,1,8,2,4,3,8,8,8,8,1,3,2,1,8,2
92,2,2,8,8,8,8,1,2,2,1,8,2,2,1,8,8,8,8,1,1,2,1,8,2
93,2,2,8,8,8,8,1,2,2,1,8,2,2,1,8,8,8,8,1,1,2,1,8,2
94,2,4,8,8,8,8,3,4,2,1,8,2,2,1,8,8,8,8,3,1,2,1,8,2
95,2,4,8,8,8,8,3,4,2,1,8,2,2,1,8,8,8,8,3,1,2,1,8,2
96,8,8,8,8,2,8,1,8,2,1,2,2,8,1,8,8,8,8,1,1,2,1,8,2
97,8,8,8,8,2,8,1,8,2,1,2,2,8,1,8,8,8,8,1,1,2,1,8,2
98,8,8,8,8,2,8,3,8,2,1,2,2,8,1,8,8,8,8,3,1,2,1,8,2
99,8,8,8,8,2,8,3,8,2,1,2,2,8,1,8,8,8,8,3,1,2,1,8,2
100,8,8,8,8,2,8,1,8,2,1,2,2,8,1,8,8,8,8,1,1,2,1,8,2
101,8,8,8,8,2,8,1,8,2,1,2,2,8,1,8,8,8,8,1,1,2,1,8,2
102,8,8,8,8,2,8,1,8,2,3,2,2,8,3,8,8,8,8,1,3,2,3,8,2
103,8,8,8,8,2,8,1,8,2,3,2,2,8,3,8,8,8,8,1,3,2,3,8,2
104,8,8,8,8,2,8,3,8,4,3,2,4,8,1,8,8,8,8,3,1,2,3,8,2
105,8,8,8,8,2,8,3,8,4,3,2,4,8,1,8,8,8,8,3,1,2,3,8,2
106,8,8,8,8,4,8,1,8,2,3,4,2,8,1,8,8,8,8,1,1,2,3,8,2
107,8,8,8,8,4,8,1,8,2,3,4,2,8,1,8,8,8,8,1,1,2,3,8,2
108,8,8,8,8,2,8,1,8,2,1,2,2,8,3,8,8,8,8,1,3,2,1,8,2
109,8,8,8,8,2,8,1,8,2,1,2,2,8,3,8,8,8,8,1,3,2,1,8,2
110,8,8,8,8,2,8,1,8,4,1,2,4,8,1,8,8,8,8,1,1,2,1,8,2
111,8,8,8,8,2,8,1,8,4,1,2,4,8,1,8,8,8,8,1,1,2,1,8,2
112,8,8,8,8,2,8,1,8,2,1,2,2,8,1,8,8,8,8,1,1,2,1,8,2
113,8,8,8,8,2,8,1,8,2,1,2,2,8,1,8,8,8,8,1,1,2,1,8,2
114,8,8,8,8,2,8,1,8,2,1,2,2,8,3,8,8,8,8,1,3,2,1,8,2
115,8,8,8,8,2,8,1,8,2,1,2,2,8,3,8,8,8,8,1,3,2,1,8,2
116,8,8,8,8,4,8,1,8,2,1,4,2,8,1,8,8,8,8,1,1,2,1,8,2
117,8,8,8,8,4,8,1,8,2,1,4,2,8,1,8,8,8,8,1,1,2,1,8,2
118,8,8,8,8,2,8,3,8,2,1,2,2,8,1,8,8,8,8,3,1,2,1,8,2
119,8,8,8,8,2,8,3,8,2,1,2,2,8,1,8,8,8,8,3,1,2,1,8,2
120,8,2,2,2,8,2,3,2,8,8,8,8,8,8,8,2,3,8,3,8,2,8,3,2
121,8,2,2,2,8,2,3,2,8,8,8,8,8,8,8,2,3,8,3,8,2,8,3,2
122,8,2,2,4,8,2,1,2,8,8,8,8,8,8,8,4,3,8,1,8,2,8,3,2
123,8,2,2,4,8,2,1,2,8,8,8,8,8,8,8,4,3,8,1,8,2,8,3,2
124,8,2,2,2,8,2,1,2,8,8,8,8,8,8,8,2,3,8,1,8,2,8,3,2
125,8,2,2,2,8,2,1,2,8,8,8,8,8,8,8,2,3,8,1,8,2,8,3,2
126,8,2,2,2,8,2,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
127,8,2,2,2,8,2,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
128,8,2,2,2,8,2,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
129,8,2,2,2,8,2,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
130,8,4,2,2,8,2,1,4,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
131,8,4,2,2,8,2,1,4,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
132,8,2,2,4,8,2,1,2,8,8,8,8,8,8,8,4,1,8,1,8,2,8,1,2
133,8,2,2,4,8,2,1,2,8,8,8,8,8,8,8,4,1,8,1,8,2,8,1,2
134,8,2,2,2,8,2,3,2,8,8,8,8,8,8,8,2,1,8,3,8,2,8,1,2
135,8,2,2,2,8,2,3,2,8,8,8,8,8,8,8,2,1,8,3,8,2,8,1,2
136,8,2,4,2,8,4,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
137,8,2,4,2,8,4,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
138,8,2,2,2,8,2,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
139,8,2,2,2,8,2,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
140,8,4,2,2,8,2,3,4,8,8,8,8,8,8,8,2,1,8,3,8,2,8,1,2
141,8,4,2,2,8,2,3,4,8,8,8,8,8,8,8,2,1,8,3,8,2,8,1,2
142,8,2,4,2,8,4,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
143,8,2,4,2,8,4,1,2,8,8,8,8,8,8,8,2,1,8,1,8,2,8,1,2
144,8,8,2,2,2,2,8,8,8,1,2,8,8,8,8,2,3,8,8,8,2,1,3,2
145,8,8,2,2,2,2,8,8,8,1,2,8,8,8,8,2,3,8,8,8,2,1,3,2
146,8,8,2,4,2,2,8,8,8,1,2,8,8,8,8,4,3,8,8,8,2,1,3,2
147,8,8,2,4,2,2,8,8,8,1,2,8,8,8,8,4,3,8,8,8,2,1,3,2
148,8,8,2,2,2,2,8,8,8,1,2,8,8,8,8,2,3,8,8,8,2,1,3,2
149,8,8,2,2,2,2,8,8,8,1,2,8,8,8,8,2,3,8,8,8,2,1,3,2
150,8,8,2,2,2,2,8,8,8,3,2,8,8,8,8,2,1,8,8,8,2,3,1,2
151,8,8,2,2,2,2,8,8,8,3,2,8,8,8,8,2,1,8,8,8,2,3,1,2
152,8,8,2,2,4,2,8,8,8,3,4,8,8,8,8,2,1,8,8,8,2,3,1,2
153,8,8,2,2,4,2,8,8,8,3,4,8,8,8,8,2,1,8,8,8,2,3,1,2
154,8,8,2,2,2,2,8,8,8,3,2,8,8,8,8,2,1,8,8,8,2,3,1,2
155,8,8,2,2,2,2,8,8,8,3,2,8,8,8,8,2,1,8,8,8,2,3,1,2
156,8,8,2,4,2,2,8,8,8,1,2,8,8,8,8,4,1,8,8,8,2,1,1,2
157,8,8,2,4,2,2,8,8,8,1,2,8,8,8,8,4,1,8,8,8,2,1,1,2
158,8,8,2,2,4,2,8,8,8,1,4,8,8,8,8,2,1,8,8,8,2,1,1,2
159,8,8,2,2,4,2,8,8,8,1,4,8,8,8,8,2,1,8,8,8,2,1,1,2
160,8,8,4,2,2,4,8,8,8,1,2,8,8,8,8,2,1,8,8,8,2,1,1,2
161,8,8,4,2,2,4,8,8,8,1,2,8,8,8,8,2,1,8,8,8,2,1,1,2
162,8,8,2,2,2,2,8,8,8,1,2,8,8,8,8,2,1,8,8,8,2,1,1,2
163,8,8,2,2,2,2,8,8,8,1,2,8,8,8,8,2,1,8,8,8,2,1,1,2
164,8,8,2,2,2,2,8,8,8,1,2,8,8,8,8,2,1,8,8,8,2,1,1,2
165,8,8,2,2,2,2,8,8,8,1,2,8,8,8,8,2,1,8,8,8,2,1,1,2
166,8,8,4,2,2,4,8,8,8,1,2,8,8,8,8,2,1,8,8,8,2,1,1,2
167,8,8,4,2,2,4,8,8,8,1,2,8,8,8,8,2,1,8,8,8,2,1,1,2
168,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,3,8,1,8,2,1,3,2
169,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,3,8,1,8,2,1,3,2
170,8,2,8,8,8,8,3,2,2,1,8,2,8,8,8,8,3,8,3,8,2,1,3,2
171,8,2,8,8,8,8,3,2,2,1,8,2,8,8,8,8,3,8,3,8,2,1,3,2
172,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,3,8,1,8,2,1,3,2
173,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,3,8,1,8,2,1,3,2
174,8,2,8,8,8,8,1,2,2,3,8,2,8,8,8,8,1,8,1,8,2,3,1,2
175,8,2,8,8,8,8,1,2,2,3,8,2,8,8,8,8,1,8,1,8,2,3,1,2
176,8,2,8,8,8,8,3,2,4,3,8,4,8,8,8,8,1,8,3,8,2,3,1,2
177,8,2,8,8,8,8,3,2,4,3,8,4,8,8,8,8,1,8,3,8,2,3,1,2
178,8,2,8,8,8,8,1,2,2,3,8,2,8,8,8,8,1,8,1,8,2,3,1,2
179,8,2,8,8,8,8,1,2,2,3,8,2,8,8,8,8,1,8,1,8,2,3,1,2
180,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,1,8,1,8,2,1,1,2
181,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,1,8,1,8,2,1,1,2
182,8,2,8,8,8,8,1,2,4,1,8,4,8,8,8,8,1,8,1,8,2,1,1,2
183,8,2,8,8,8,8,1,2,4,1,8,4,8,8,8,8,1,8,1,8,2,1,1,2
184,8,4,8,8,8,8,1,4,2,1,8,2,8,8,8,8,1,8,1,8,2,1,1,2
185,8,4,8,8,8,8,1,4,2,1,8,2,8,8,8,8,1,8,1,8,2,1,1,2
186,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,1,8,1,8,2,1,1,2
187,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,1,8,1,8,2,1,1,2
188,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,1,8,1,8,2,1,1,2
189,8,2,8,8,8,8,1,2,2,1,8,2,8,8,8,8,1,8,1,8,2,1,1,2
190,8,4,8,8,8,8,3,4,2,1,8,2,8,8,8,8,1,8,3,8,2,1,1,2
191,8,4,8,8,8,8,3,4,2,1,8,2,8,8,8,8,1,8,3,8,2,1,1,2
192,8,8,8,2,2,8,1,8,2,1,2,2,8,8,8,2,3,8,1,8,2,1,3,2
193,8,8,8,2,2,8,1,8,2,1,2,2,8,8,8,2,3,8,1,8,2,1,3,2
194,8,8,8,2,2,8,3,8,2,1,2,2,8,8,8,2,3,8,3,8,2,1,3,2
195,8,8,8,2,2,8,3,8,2,1,2,2,8,8,8,2,3,8,3,8,2,1,3,2
196,8,8,8,4,2,8,1,8,2,1,2,2,8,8,8,4,3,8,1,8,2,1,3,2
197,8,8,8,4,2,8,1,8,2,1,2,2,8,8,8,4,3,8,1,8,2,1,3,2
198,8,8,8,2,2,8,1,8,2,3,2,2,8,8,8,2,1,8,1,8,2,3,1,2
199,8,8,8,2,2,8,1,8,2,3,2,2,8,8,8,2,1,8,1,8,2,3,1,2
200,8,8,8,2,2,8,3,8,4,3,2,4,8,8,8,2,1,8,3,8,2,3,1,2
201,8,8,8,2,2,8,3,8,4,3,2,4,8,8,8,2,1,8,3,8,2,3,1,2
202,8,8,8,2,4,8,1,8,2,3,4,2,8,8,8,2,1,8,1,8,2,3,1,2
203,8,8,8,2,4,8,1,8,2,3,4,2,8,8,8,2,1,8,1,8,2,3,1,2
204,8,8,8,2,2,8,1,8,2,1,2,2,8,8,8,2,1,8,1,8,2,1,1,2
205,8,8,8,2,2,8,1,8,2,1,2,2,8,8,8,2,1,8,1,8,2,1,1,2
206,8,8,8,2,2,8,1,8,4,1,2,4,8,8,8,2,1,8,1,8,2,1,1,2
207,8,8,8,2,2,8,1,8,4,1,2,4,8,8,8,2,1,8,1,8,2,1,1,2
208,8,8,8,2,2,8,1,8,2,1,2,2,8,8,8,2,1,8,1,8,2,1,1,2
209,8,8,8,2,2,8,1,8,2,1,2,2,8,8,8,2,1,8,1,8,2,1,1,2
210,8,8,8,4,2,8,1,8,2,1,2,2,8,8,8,4,1,8,1,8,2,1,1,2
211,8,8,8,4,2,8,1,8,2,1,2,2,8,8,8,4,1,8,1,8,2,1,1,2
212,8,8,8,2,4,8,1,8,2,1,4,2,8,8,8,2,1,8,1,8,2,1,1,2
213,8,8,8,2,4,8,1,8,2,1,4,2,8,8,8,2,1,8,1,8,2,1,1,2
214,8,8,8,2,2,8,3,8,2,1,2,2,8,8,8,2,1,8,3,8,2,1,1,2
215,8,8,8,2,2,8,3,8,2,1,2,2,8,8,8,2,1,8,3,8,2,1,1,2
216,2,8,2,2,8,2,8,8,8,8,8,8,2,3,4,2,3,4,8,3,2,8,3,2
217,2,8,2,2,8,2,8,8,8,8,8,8,2,3,4,2,3,4,8,3,2,8,3,2
218,2,8,2,4,8,2,8,8,8,8,8,8,2,1,2,4,3,2,8,1,2,8,3,2
219,2,8,2,4,8,2,8,8,8,8,8,8,2,1,2,4,3,2,8,1,2,8,3,2
220,2,8,2,2,8,2,8,8,8,8,8,8,2,1,2,2,3,2,8,1,2,8,3,2
221,2,8,2,2,8,2,8,8,8,8,8,8,2,1,2,2,3,2,8,1,2,8,3,2
222,2,8,2,2,8,2,8,8,8,8,8,8,2,1,4,2,1,4,8,1,2,8,1,2
223,2,8,2,2,8,2,8,8,8,8,8,8,2,1,4,2,1,4,8,1,2,8,1,2
224,2,8,2,2,8,2,8,8,8,8,8,8,2,1,2,2,1,2,8,1,2,8,1,2
225,2,8,2,2,8,2,8,8,8,8,8,8,2,1,2,2,1,2,8,1,2,8,1,2
226,4,8,2,2,8,2,8,8,8,8,8,8,4,1,2,2,1,2,8,1,2,8,1,2
227,4,8,2,2,8,2,8,8,8,8,8,8,4,1,2,2,1,2,8,1,2,8,1,2
228,2,8,2,4,8,2,8,8,8,8,8,8,2,1,2,4,1,2,8,1,2,8,1,2
229,2,8,2,4,8,2,8,8,8,8,8,8,2,1,2,4,1,2,8,1,2,8,1,2
230,2,8,2,2,8,2,8,8,8,8,8,8,2,3,2,2,1,2,8,3,2,8,1,2
231,2,8,2,2,8,2,8,8,8,8,8,8,2,3,2,2,1,2,8,3,2,8,1,2
232,2,8,4,2,8,4,8,8,8,8,8,8,2,1,2,2,1,2,8,1,2,8,1,2
233,2,8,4,2,8,4,8,8,8,8,8,8,2,1,2,2,1,2,8,1,2,8,1,2
234,2,8,2,2,8,2,8,8,8,8,8,8,2,1,2,2,1,2,8,1,2,8,1,2
235,2,8,2,2,8,2,8,8,8,8,8,8,2,1,2,2,1,2,8,1,2,8,1,2
236,4,8,2,2,8,2,8,8,8,8,8,8,4,3,2,2,1,2,8,3,2,8,1,2
237,4,8,2,2,8,2,8,8,8,8,8,8,4,3,2,2,1,2,8,3,2,8,1,2
238,2,8,4,2,8,4,8,8,8,8,8,8,2,1,2,2,1,2,8,1,2,8,1,2
239,2,8,4,2,8,4,8,8,8,8,8,8,2,1,2,2,1,2,8,1,2,8,1,2
240,2,2,8,8,8,8,1,2,8,8,8,8,2,3,4,8,3,4,1,3,2,8,3,2
241,2,2,8,8,8,8,1,2,8,8,8,8,2,3,4,8,3,4,1,3,2,8,3,2
242,2,2,8,8,8,8,3,2,8,8,8,8,2,1,2,8,3,2,3,1,2,8,3,2
243,2,2,8,8,8,8,3,2,8,8,8,8,2,1,2,8,3,2,3,1,2,8,3,2
244,2,2,8,8,8,8,1,2,8,8,8,8,2,1,2,8,3,2,1,1,2,8,3,2
245,2,2,8,8,8,8,1,2,8,8,8,8,2,1,2,8,3,2,1,1,2,8,3,2
246,2,2,8,8,8,8,1,2,8,8,8,8,2,1,4,8,1,4,1,1,2,8,1,2
247,2,2,8,8,8,8,1,2,8,8,8,8,2,1,4,8,1,4,1,1,2,8,1,2
248,2,2,8,8,8,8,3,2,8,8,8,8,2,1,2,8,1,2,3,1,2,8,1,2
249,2,2,8,8,8,8,3,2,8,8,8,8,2,1,2,8,1,2,3,1,2,8,1,2
250,4,2,8,8,8,8,1,2,8,8,8,8,4,1,2,8,1,2,1,1,2,8,1,2
251,4,2,8,8,8,8,1,2,8,8,8,8,4,1,2,8,1,2,1,1,2,8,1,2
252,2,2,8,8,8,8,1,2,8,8,8,8,2,1,2,8,1,2,1,1,2,8,1,2
253,2,2,8,8,8,8,1,2,8,8,8,8,2,1,2,8,1,2,1,1,2,8,1,2
254,2,2,8,8,8,8,1,2,8,8,8,8,2,3,2,8,1,2,1,3,2,8,1,2
255,2,2,8,8,8,8,1,2,8,8,8,8,2,3,2,8,1,2,1,3,2,8,1,2
256,2,4,8,8,8,8,1,4,8,8,8,8,2,1,2,8,1,2,1,1,2,8,1,2
257,2,4,8,8,8,8,1,4,8,8,8,8,2,1,2,8,1,2,1,1,2,8,1,2
258,2,2,8,8,8,8,1,2,8,8,8,8,2,1,2,8,1,2,1,1,2,8,1,2
259,2,2,8,8,8,8,1,2,8,8,8,8,2,1,2,8,1,2,1,1,2,8,1,2
260,4,2,8,8,8,8,1,2,8,8,8,8,4,3,2,8,1,2,1,3,2,8,1,2
261,4,2,8,8,8,8,1,2,8,8,8,8,4,3,2,8,1,2,1,3,2,8,1,2
262,2,4,8,8,8,8,3,4,8,8,8,8,2,1,2,8,1,2,3,1,2,8,1,2
263,2,4,8,8,8,8,3,4,8,8,8,8,2,1,2,8,1,2,3,1,2,8,1,2
264,8,8,8,2,8,8,1,8,8,8,8,8,8,3,4,2,3,4,1,3,2,8,3,2
265,8,8,8,2,8,8,1,8,8,8,8,8,8,3,4,2,3,4,1,3,2,8,3,2
266,8,8,8,2,8,8,3,8,8,8,8,8,8,1,2,2,3,2,3,1,2,8,3,2
267,8,8,8,2,8,8,3,8,8,8,8,8,8,1,2,2,3,2,3,1,2,8,3,2
268,8,8,8,4,8,8,1,8,8,8,8,8,8,1,2,4,3,2,1,1,2,8,3,2
269,8,8,8,4,8,8,1,8,8,8,8,8,8,1,2,4,3,2,1,1,2,8,3,2
270,8,8,8,2,8,8,1,8,8,8,8,8,8,1,4,2,1,4,1,1,2,8,1,2
271,8,8,8,2,8,8,1,8,8,8,8,8,8,1,4,2,1,4,1,1,2,8,1,2
272,8,8,8,2,8,8,3,8,8,8,8,8,8,1,2,2,1,2,3,1,2,8,1,2
273,8,8,8,2,8,8,3,8,8,8,8,8,8,1,2,2,1,2,3,1,2,8,1,2
274,8,8,8,2,8,8,1,8,8,8,8,8,8,1,2,2,1,2,1,1,2,8,1,2
275,8,8,8,2,8,8,1,8,8,8,8,8,8,1,2,2,1,2,1,1,2,8,1,2
276,8,8,8,2,8,8,1,8,8,8,8,8,8,1,2,2,1,2,1,1,2,8,1,2
